#_____time conns tot_conn  tot_req      tot_bytes    err thr cps rps Bps bps ttfb(us) ttlb(us)
1674193199    32       32    65283       14231728      0   3 32.0 65283.0 14231728.0 113853824.0 488.4 488.4 
1674193200    64       64   128572       28028797      0   6 32.0 63289.0 13797069.0 110376552.0 574.2 574.2 
1674193201    96       96   199550       43502168      0  10 32.0 70978.0 15473371.0 123786968.0 989.8 989.8 
1674193202    96       96   268029       58430792      0  10 0.0 68410.6 14913710.3 119309682.3 1402.8 1402.8 
1674193203    96       96   334417       72903565      0  10 0.0 66388.0 14472773.0 115782184.0 1444.9 1444.9 
1674193204    96       96   398832       86946252      0  10 0.0 64415.0 14042687.0 112341496.0 1490.7 1490.7 
1674193205    96       97   467103      101829520      0  10 1.0 68202.8 14868399.6 118947196.8 1407.1 1407.1 
1674193206    96       99   535530      116746808      0  10 2.0 68427.0 14917288.0 119338304.0 1402.6 1402.6 
1674193207    96       99   599835      130765507      0  10 0.0 64305.0 14018699.0 112149592.0 1492.3 1492.3 
1674193208    96      101   667432      145501832      0  10 2.0 67597.0 14736325.0 117890600.0 1420.0 1420.0 
1674193209    96      116   735966      160442347      0  10 15.0 68465.5 14925589.4 119404715.3 1401.7 1401.7 
1674193210    96      127   804129      175302027      0  10 11.0 68163.0 14859680.0 118877440.0 1407.9 1407.9 
1674193211   128      160   867190      189049562      0  13 33.0 63061.0 13747535.0 109980280.0 1651.2 1651.2 
1674193212   160      194   932428      203271591      0  16 34.0 65238.0 14222029.0 113776232.0 2116.2 2116.2 
1674193213   192      228   996142      217161406      0  20 34.0 63650.3 13875939.1 111007512.5 2701.2 2701.2 
1674193214   192      231  1058649      230788073      0  20 3.0 62507.0 13626667.0 109013336.0 3070.6 3070.6 
1674193215   192      238  1117703      243662151      0  20 7.0 59054.0 12874078.0 102992624.0 3250.9 3250.9 
1674193216   192      243  1178405      256895649      0  20 5.0 60641.4 13220277.7 105762221.8 3165.2 3165.2 
1674193217   192      253  1241836      270723693      0  20 10.0 63431.0 13828044.0 110624352.0 3026.1 3026.1 
1674193218   192      260  1300804      283579235      0  20 7.0 58968.0 12855542.0 102844336.0 3253.5 3253.5 
1674193219   192      268  1359121      296292758      0  20 8.0 58317.0 12713523.0 101708184.0 3293.3 3293.3 
1674193220   192      271  1413099      308061284      0  20 3.0 53924.1 11756769.2 94054153.8 3532.8 3532.8 
1674193221   192      271  1443952      314791689      0  20 0.0 30853.0 6730405.0 53843240.0 6217.8 6217.8 
1674193222   192      275  1473290      321191375      0  20 4.0 29338.0 6399686.0 51197488.0 6547.3 6547.3 
1674193223   224      307  1503576      327797645      0  23 32.0 30286.0 6606270.0 52850160.0 6788.9 6788.9 
1674193224   256      339  1532107      334022307      0  26 32.0 28502.5 6218443.6 49747548.5 8471.1 8471.1 
1674193225   288      375  1560901      340304653      0  30 36.0 28794.0 6282346.0 50258768.0 9505.7 9505.7 
1674193226   288      375  1587789      346171601      0  30 0.0 26888.0 5866948.0 46935584.0 10702.5 10702.5 
1674193227   288      375  1616974      352539373      0  30 0.0 29155.8 6361410.6 50891284.7 9881.6 9881.6 
1674193228   288      379  1645351      358730801      0  30 4.0 28377.0 6191428.0 49531424.0 10088.7 10088.7 
1674193229   288      379  1673571      364888350      0  30 0.0 28220.0 6157549.0 49260392.0 10230.8 10230.8 
1674193230   288      379  1701399      370960258      0  30 0.0 27828.0 6071908.0 48575264.0 10426.8 10426.8 
1674193231   288      379  1729673      377129194      0  30 0.0 28274.0 6168936.0 49351488.0 10143.3 10143.3 
1674193232   288      379  1758171      383346967      0  30 0.0 28469.5 6211561.4 49692491.5 10081.3 10081.3 
1674193233   288      383  1785443      389297272      0  30 4.0 27272.0 5950305.0 47602440.0 10532.7 10532.7 
1674193234   288      384  1813754      395474801      0  30 1.0 28311.0 6177529.0 49420232.0 10184.7 10184.7 
1674193235   320      417  1842463      401738794      0  33 33.0 28709.0 6263993.0 50111944.0 10733.3 10733.3 
1674193236   352      449  1869653      407672371      0  36 32.0 27162.8 5927649.4 47421194.8 12520.8 12520.8 
1674193237   384      481  1894674      413133205      0  40 32.0 25021.0 5460834.0 43686672.0 14947.9 14947.9 
1674193238   384      481  1920370      418741600      0  40 0.0 25696.0 5608395.0 44867160.0 15018.0 15018.0 
1674193239   384      481  1947120      424579608      0  40 0.0 26750.0 5838008.0 46704064.0 14365.0 14365.0 
1674193240   384      481  1972174      430047970      0  40 0.0 25029.0 5462899.1 43703192.8 15243.9 15243.9 
1674193241   384      481  1996475      435352361      0  40 0.0 24301.0 5304391.0 42435128.0 15647.9 15647.9 
1674193242   384      481  2020910      440685744      0  40 0.0 24435.0 5333383.0 42667064.0 15492.3 15492.3 
1674193243   384      481  2045904      446140790      0  40 0.0 24994.0 5455046.0 43640368.0 15574.8 15574.8 
1674193244   384      481  2071008      451620285      0  40 0.0 25078.9 5474021.0 43792167.8 15522.8 15522.8 
1674193245   384      481  2096838      457257918      0  40 0.0 25830.0 5637633.0 45101064.0 14811.2 14811.2 
1674193246   384      481  2124086      463204471      0  40 0.0 27248.0 5946553.0 47572424.0 14234.9 14234.9 
1674193247   416      513  2150471      468963796      0  43 32.0 26358.6 5753571.4 46028571.4 15522.6 15522.6 
1674193248   448      545  2177006      474756575      0  46 32.0 26535.0 5792779.0 46342232.0 16731.3 16731.3 
1674193249   512      609  2200568      479901418      0  50 64.0 23562.0 5144843.0 41158744.0 20153.9 20153.9 
1674193250   512      609  2226213      485500911      0  50 0.0 25645.0 5599493.0 44795944.0 19863.6 19863.6 
1674193251   512      609  2249191      490519361      0  50 0.0 22955.0 5013436.6 40107492.5 22337.3 22337.3 
1674193252   512      609  2272867      495690554      0  50 0.0 23676.0 5171193.0 41369544.0 21583.6 21583.6 
1674193253   512      609  2297969      501172573      0  50 0.0 25102.0 5482019.0 43856152.0 20523.6 20523.6 
1674193254   512      609  2325015      507078004      0  50 0.0 27046.0 5905431.0 47243448.0 18860.3 18860.3 
1674193255   512      609  2350831      512714779      0  50 0.0 25790.2 5631143.9 45049150.8 19844.1 19844.1 
1674193256   512      609  2376525      518325155      0  50 0.0 25694.0 5610376.0 44883008.0 19767.6 19767.6 
1674193257   512      609  2403515      524218521      0  50 0.0 26990.0 5893366.0 47146928.0 19115.5 19115.5 
1674193258   512      609  2430444      530097983      0  50 0.0 26929.0 5879462.0 47035696.0 19127.1 19127.1 
1674193259   544      641  2456373      535760080      0  53 32.0 25903.1 5656440.6 45251524.5 19909.3 19909.3 
1674193260   576      673  2493189      543797043      0  56 32.0 36816.0 8036963.0 64295704.0 14909.8 14909.8 
1674193261   608      705  2526404      551047298      0  60 32.0 33215.0 7250255.0 58002040.0 17480.2 17480.2 
1674193262   608      705  2572092      561016516      0  60 0.0 45688.0 9969218.0 79753744.0 13328.0 13328.0 
1674193263   608      705  2622014      571907170      0  60 0.0 49872.1 10879774.2 87038193.8 12186.1 12186.1 
1674193264   608      705  2669534      582275891      0  60 0.0 47520.0 10368721.0 82949768.0 12794.9 12794.9 
1674193265   608      706  2721503      593612526      0  60 1.0 51969.0 11336635.0 90693080.0 11702.0 11702.0 
1674193266   608      706  2774239      605116417      0  60 0.0 52736.0 11503891.0 92031128.0 11529.2 11529.2 
1674193267   608      706  2825870      616380923      0  60 0.0 51631.0 11264506.0 90116048.0 11768.5 11768.5 
1674193268   608      706  2876630      627454857      0  60 0.0 50709.3 11062871.1 88502969.0 11991.4 11991.4 
1674193269   608      706  2929870      639068433      0  60 0.0 53240.0 11613576.0 92908608.0 11417.5 11417.5 
1674193270   608      706  2982655      650583776      0  60 0.0 52785.0 11515343.0 92122744.0 11514.0 11514.0 
1674193271   640      738  3033567      661690404      0  63 32.0 50912.0 11106628.0 88853024.0 12079.0 12079.0 
1674193272   672      770  3084381      672777517      0  66 32.0 50763.2 11076037.0 88608295.7 12804.9 12804.9 
1674193273   704      802  3136318      684108023      0  70 32.0 51937.0 11330506.0 90644048.0 13166.2 13166.2 
1674193274   704      802  3188514      695494390      0  70 0.0 52196.0 11386367.0 91090936.0 13486.5 13486.5 
1674193275   704      802  3238109      706315262      0  70 0.0 49595.0 10820872.0 86566976.0 14174.1 14174.1 
1674193276   704      802  3289716      717573351      0  70 0.0 51555.4 11246842.2 89974737.3 13666.9 13666.9 
1674193277   704      803  3341725      728919252      0  70 1.0 52009.0 11345901.0 90767208.0 13535.4 13535.4 
1674193278   704      803  3393649      740246754      0  70 0.0 51924.0 11327502.0 90620016.0 13551.6 13551.6 
1674193279   704      803  3442136      750827103      0  70 0.0 48487.0 10580349.0 84642792.0 14515.4 14515.4 
1674193280   704      803  3494470      762244284      0  70 0.0 52334.0 11417181.0 91337448.0 13451.6 13451.6 
1674193281   704      804  3546380      773569368      0  70 1.0 51858.1 11313770.2 90510161.8 13569.6 13569.6 
1674193282   704      805  3598173      784868529      0  70 1.0 51793.0 11299161.0 90393288.0 13577.0 13577.0 
1674193283   736      837  3647118      795548876      0  73 32.0 48945.0 10680347.0 85442776.0 14684.2 14684.2 
1674193284   768      870  3698688      806799711      0  76 33.0 51570.0 11250835.0 90006680.0 14578.3 14578.3 
1674193285   800      906  3750103      818017355      0  80 36.0 51363.6 11206437.6 89651500.5 15297.5 15297.5 
